customer_id,email,first_name,last_name,total_payments,total_spent,_merge
154,MICHELE.GRANT@sakilacustomer.org,MICHELE,GRANT,60,261.4,left_only
155,GAIL.KNIGHT@sakilacustomer.org,GAIL,KNIGHT,25,109.75,right_only
155,GAIL.KNIGHT@sakilacustomer.org,GAIL,KNIGHT,50,219.5,left_only
156,BERTHA.FERGUSON@sakilacustomer.org,BERTHA,FERGUSON,25,101.75,right_only
156,BERTHA.FERGUSON@sakilacustomer.org,BERTHA,FERGUSON,50,203.5,left_only
157,DARLENE.ROSE@sakilacustomer.org,DARLENE,ROSE,31,113.69,right_only
157,DARLENE.ROSE@sakilacustomer.org,DARLENE,ROSE,62,227.38,left_only
158,VERONICA.STONE@sakilacustomer.org,VERONICA,STONE,32,126.68,right_only
158,VERONICA.STONE@sakilacustomer.org,VERONICA,STONE,64,253.36,left_only
159,JILL.HAWKINS@sakilacustomer.org,JILL,HAWKINS,21,68.79,right_only
159,JILL.HAWKINS@sakilacustomer.org,JILL,HAWKINS,42,137.58,left_only
160,ERIN.DUNN@sakilacustomer.org,ERIN,DUNN,27,106.73,right_only
160,ERIN.DUNN@sakilacustomer.org,ERIN,DUNN,54,213.46,left_only
161,GERALDINE.PERKINS@sakilacustomer.org,GERALDINE,PERKINS,30,112.7,right_only
161,GERALDINE.PERKINS@sakilacustomer.org,GERALDINE,PERKINS,60,225.4,left_only
162,LAUREN.HUDSON@sakilacustomer.org,LAUREN,HUDSON,20,71.8,right_only
162,LAUREN.HUDSON@sakilacustomer.org,LAUREN,HUDSON,40,143.6,left_only
163,CATHY.SPENCER@sakilacustomer.org,CATHY,SPENCER,30,125.42,right_only
163,CATHY.SPENCER@sakilacustomer.org,CATHY,SPENCER,60,250.84,left_only
164,JOANN.GARDNER@sakilacustomer.org,JOANN,GARDNER,16,66.84,right_only
164,JOANN.GARDNER@sakilacustomer.org,JOANN,GARDNER,32,133.68,left_only
165,LORRAINE.STEPHENS@sakilacustomer.org,LORRAINE,STEPHENS,21,86.79,right_only
165,LORRAINE.STEPHENS@sakilacustomer.org,LORRAINE,STEPHENS,42,173.58,left_only
166,LYNN.PAYNE@sakilacustomer.org,LYNN,PAYNE,28,123.72,right_only
166,LYNN.PAYNE@sakilacustomer.org,LYNN,PAYNE,56,247.44,left_only
167,SALLY.PIERCE@sakilacustomer.org,SALLY,PIERCE,32,119.68,right_only
167,SALLY.PIERCE@sakilacustomer.org,SALLY,PIERCE,64,239.36,left_only
168,REGINA.BERRY@sakilacustomer.org,REGINA,BERRY,34,135.66,right_only
168,REGINA.BERRY@sakilacustomer.org,REGINA,BERRY,68,271.32,left_only
169,ERICA.MATTHEWS@sakilacustomer.org,ERICA,MATTHEWS,22,95.78,right_only
169,ERICA.MATTHEWS@sakilacustomer.org,ERICA,MATTHEWS,44,191.56,left_only
170,BEATRICE.ARNOLD@sakilacustomer.org,BEATRICE,ARNOLD,26,119.74,right_only
170,BEATRICE.ARNOLD@sakilacustomer.org,BEATRICE,ARNOLD,52,239.48,left_only
171,DOLORES.WAGNER@sakilacustomer.org,DOLORES,WAGNER,26,114.74,right_only
171,DOLORES.WAGNER@sakilacustomer.org,DOLORES,WAGNER,52,229.48,left_only
172,BERNICE.WILLIS@sakilacustomer.org,BERNICE,WILLIS,33,145.67,right_only
172,BERNICE.WILLIS@sakilacustomer.org,BERNICE,WILLIS,66,291.34,left_only
173,AUDREY.RAY@sakilacustomer.org,AUDREY,RAY,29,119.71,right_only
173,AUDREY.RAY@sakilacustomer.org,AUDREY,RAY,58,239.42,left_only
174,YVONNE.WATKINS@sakilacustomer.org,YVONNE,WATKINS,21,92.79,right_only
174,YVONNE.WATKINS@sakilacustomer.org,YVONNE,WATKINS,42,185.58,left_only
175,ANNETTE.OLSON@sakilacustomer.org,ANNETTE,OLSON,24,98.76,right_only
175,ANNETTE.OLSON@sakilacustomer.org,ANNETTE,OLSON,48,197.52,left_only
176,JUNE.CARROLL@sakilacustomer.org,JUNE,CARROLL,37,173.63,right_only
176,JUNE.CARROLL@sakilacustomer.org,JUNE,CARROLL,74,347.26,left_only
177,SAMANTHA.DUNCAN@sakilacustomer.org,SAMANTHA,DUNCAN,23,71.77,right_only
177,SAMANTHA.DUNCAN@sakilacustomer.org,SAMANTHA,DUNCAN,46,143.54,left_only
178,MARION.SNYDER@sakilacustomer.org,MARION,SNYDER,39,194.61,right_only
178,MARION.SNYDER@sakilacustomer.org,MARION,SNYDER,78,389.22,left_only
179,DANA.HART@sakilacustomer.org,DANA,HART,29,133.71,right_only
179,DANA.HART@sakilacustomer.org,DANA,HART,58,267.42,left_only
180,STACY.CUNNINGHAM@sakilacustomer.org,STACY,CUNNINGHAM,23,98.77,right_only
180,STACY.CUNNINGHAM@sakilacustomer.org,STACY,CUNNINGHAM,46,197.54,left_only
181,ANA.BRADLEY@sakilacustomer.org,ANA,BRADLEY,34,174.66,right_only
181,ANA.BRADLEY@sakilacustomer.org,ANA,BRADLEY,68,349.32,left_only
182,RENEE.LANE@sakilacustomer.org,RENEE,LANE,26,97.74,right_only
182,RENEE.LANE@sakilacustomer.org,RENEE,LANE,52,195.48,left_only
183,IDA.ANDREWS@sakilacustomer.org,IDA,ANDREWS,23,76.77,right_only
183,IDA.ANDREWS@sakilacustomer.org,IDA,ANDREWS,46,153.54,left_only
184,VIVIAN.RUIZ@sakilacustomer.org,VIVIAN,RUIZ,23,90.77,right_only
184,VIVIAN.RUIZ@sakilacustomer.org,VIVIAN,RUIZ,46,181.54,left_only
185,ROBERTA.HARPER@sakilacustomer.org,ROBERTA,HARPER,23,84.77,right_only
185,ROBERTA.HARPER@sakilacustomer.org,ROBERTA,HARPER,46,169.54,left_only
186,HOLLY.FOX@sakilacustomer.org,HOLLY,FOX,31,114.69,right_only
186,HOLLY.FOX@sakilacustomer.org,HOLLY,FOX,62,229.38,left_only
187,BRITTANY.RILEY@sakilacustomer.org,BRITTANY,RILEY,28,159.72,right_only
187,BRITTANY.RILEY@sakilacustomer.org,BRITTANY,RILEY,56,319.44,left_only
188,MELANIE.ARMSTRONG@sakilacustomer.org,MELANIE,ARMSTRONG,25,92.75,right_only
188,MELANIE.ARMSTRONG@sakilacustomer.org,MELANIE,ARMSTRONG,50,185.5,left_only
189,LORETTA.CARPENTER@sakilacustomer.org,LORETTA,CARPENTER,22,93.78,right_only
189,LORETTA.CARPENTER@sakilacustomer.org,LORETTA,CARPENTER,44,187.56,left_only
190,YOLANDA.WEAVER@sakilacustomer.org,YOLANDA,WEAVER,27,110.73,right_only
190,YOLANDA.WEAVER@sakilacustomer.org,YOLANDA,WEAVER,54,221.46,left_only
191,JEANETTE.GREENE@sakilacustomer.org,JEANETTE,GREENE,20,74.8,right_only
191,JEANETTE.GREENE@sakilacustomer.org,JEANETTE,GREENE,40,149.6,left_only
192,LAURIE.LAWRENCE@sakilacustomer.org,LAURIE,LAWRENCE,23,99.77,right_only
192,LAURIE.LAWRENCE@sakilacustomer.org,LAURIE,LAWRENCE,46,199.54,left_only
193,KATIE.ELLIOTT@sakilacustomer.org,KATIE,ELLIOTT,25,109.75,right_only
193,KATIE.ELLIOTT@sakilacustomer.org,KATIE,ELLIOTT,50,219.5,left_only
194,KRISTEN.CHAVEZ@sakilacustomer.org,KRISTEN,CHAVEZ,18,87.82,right_only
194,KRISTEN.CHAVEZ@sakilacustomer.org,KRISTEN,CHAVEZ,36,175.64,left_only
195,VANESSA.SIMS@sakilacustomer.org,VANESSA,SIMS,19,86.81,right_only
195,VANESSA.SIMS@sakilacustomer.org,VANESSA,SIMS,38,173.62,left_only
196,ALMA.AUSTIN@sakilacustomer.org,ALMA,AUSTIN,35,151.65,right_only
196,ALMA.AUSTIN@sakilacustomer.org,ALMA,AUSTIN,70,303.3,left_only
197,SUE.PETERS@sakilacustomer.org,SUE,PETERS,40,154.6,right_only
197,SUE.PETERS@sakilacustomer.org,SUE,PETERS,80,309.2,left_only
198,ELSIE.KELLEY@sakilacustomer.org,ELSIE,KELLEY,37,141.63,right_only
198,ELSIE.KELLEY@sakilacustomer.org,ELSIE,KELLEY,74,283.26,left_only
199,BETH.FRANKLIN@sakilacustomer.org,BETH,FRANKLIN,25,103.75,right_only
199,BETH.FRANKLIN@sakilacustomer.org,BETH,FRANKLIN,50,207.5,left_only
200,JEANNE.LAWSON@sakilacustomer.org,JEANNE,LAWSON,27,136.73,right_only
200,JEANNE.LAWSON@sakilacustomer.org,JEANNE,LAWSON,54,273.46,left_only
201,VICKI.FIELDS@sakilacustomer.org,VICKI,FIELDS,25,108.75,right_only
201,VICKI.FIELDS@sakilacustomer.org,VICKI,FIELDS,50,217.5,left_only
202,CARLA.GUTIERREZ@sakilacustomer.org,CARLA,GUTIERREZ,26,103.74,right_only
202,CARLA.GUTIERREZ@sakilacustomer.org,CARLA,GUTIERREZ,52,207.48,left_only
203,TARA.RYAN@sakilacustomer.org,TARA,RYAN,20,88.8,right_only
203,TARA.RYAN@sakilacustomer.org,TARA,RYAN,40,177.6,left_only
204,ROSEMARY.SCHMIDT@sakilacustomer.org,ROSEMARY,SCHMIDT,35,147.65,right_only
204,ROSEMARY.SCHMIDT@sakilacustomer.org,ROSEMARY,SCHMIDT,70,295.3,left_only
205,EILEEN.CARR@sakilacustomer.org,EILEEN,CARR,18,80.82,right_only
205,EILEEN.CARR@sakilacustomer.org,EILEEN,CARR,36,161.64,left_only
206,TERRI.VASQUEZ@sakilacustomer.org,TERRI,VASQUEZ,27,126.73,right_only
206,TERRI.VASQUEZ@sakilacustomer.org,TERRI,VASQUEZ,54,253.46,left_only
207,GERTRUDE.CASTILLO@sakilacustomer.org,GERTRUDE,CASTILLO,34,137.66,right_only
207,GERTRUDE.CASTILLO@sakilacustomer.org,GERTRUDE,CASTILLO,68,275.32,left_only
208,LUCY.WHEELER@sakilacustomer.org,LUCY,WHEELER,26,91.74,right_only
208,LUCY.WHEELER@sakilacustomer.org,LUCY,WHEELER,52,183.48,left_only
209,TONYA.CHAPMAN@sakilacustomer.org,TONYA,CHAPMAN,32,161.68,right_only
209,TONYA.CHAPMAN@sakilacustomer.org,TONYA,CHAPMAN,64,323.36,left_only
210,ELLA.OLIVER@sakilacustomer.org,ELLA,OLIVER,31,137.69,right_only
210,ELLA.OLIVER@sakilacustomer.org,ELLA,OLIVER,62,275.38,left_only
211,STACEY.MONTGOMERY@sakilacustomer.org,STACEY,MONTGOMERY,34,151.66,right_only
211,STACEY.MONTGOMERY@sakilacustomer.org,STACEY,MONTGOMERY,68,303.32,left_only
212,WILMA.RICHARDS@sakilacustomer.org,WILMA,RICHARDS,20,91.8,right_only
212,WILMA.RICHARDS@sakilacustomer.org,WILMA,RICHARDS,40,183.6,left_only
213,GINA.WILLIAMSON@sakilacustomer.org,GINA,WILLIAMSON,28,111.72,right_only
213,GINA.WILLIAMSON@sakilacustomer.org,GINA,WILLIAMSON,56,223.44,left_only
214,KRISTIN.JOHNSTON@sakilacustomer.org,KRISTIN,JOHNSTON,31,116.69,right_only
214,KRISTIN.JOHNSTON@sakilacustomer.org,KRISTIN,JOHNSTON,62,233.38,left_only
215,JESSIE.BANKS@sakilacustomer.org,JESSIE,BANKS,26,91.74,right_only
215,JESSIE.BANKS@sakilacustomer.org,JESSIE,BANKS,52,183.48,left_only
216,NATALIE.MEYER@sakilacustomer.org,NATALIE,MEYER,23,95.77,right_only
216,NATALIE.MEYER@sakilacustomer.org,NATALIE,MEYER,46,191.54,left_only
217,AGNES.BISHOP@sakilacustomer.org,AGNES,BISHOP,23,98.77,right_only
217,AGNES.BISHOP@sakilacustomer.org,AGNES,BISHOP,46,197.54,left_only
218,VERA.MCCOY@sakilacustomer.org,VERA,MCCOY,18,67.82,right_only
218,VERA.MCCOY@sakilacustomer.org,VERA,MCCOY,36,135.64,left_only
219,WILLIE.HOWELL@sakilacustomer.org,WILLIE,HOWELL,26,101.74,right_only
219,WILLIE.HOWELL@sakilacustomer.org,WILLIE,HOWELL,52,203.48,left_only
220,CHARLENE.ALVAREZ@sakilacustomer.org,CHARLENE,ALVAREZ,27,114.73,right_only
220,CHARLENE.ALVAREZ@sakilacustomer.org,CHARLENE,ALVAREZ,54,229.46,left_only
221,BESSIE.MORRISON@sakilacustomer.org,BESSIE,MORRISON,28,132.72,right_only
221,BESSIE.MORRISON@sakilacustomer.org,BESSIE,MORRISON,56,265.44,left_only
222,DELORES.HANSEN@sakilacustomer.org,DELORES,HANSEN,21,91.79,right_only
222,DELORES.HANSEN@sakilacustomer.org,DELORES,HANSEN,42,183.58,left_only
223,MELINDA.FERNANDEZ@sakilacustomer.org,MELINDA,FERNANDEZ,17,80.83,right_only
223,MELINDA.FERNANDEZ@sakilacustomer.org,MELINDA,FERNANDEZ,34,161.66,left_only
224,PEARL.GARZA@sakilacustomer.org,PEARL,GARZA,22,76.78,right_only
224,PEARL.GARZA@sakilacustomer.org,PEARL,GARZA,44,153.56,left_only
225,ARLENE.HARVEY@sakilacustomer.org,ARLENE,HARVEY,26,120.74,right_only
225,ARLENE.HARVEY@sakilacustomer.org,ARLENE,HARVEY,52,241.48,left_only
226,MAUREEN.LITTLE@sakilacustomer.org,MAUREEN,LITTLE,21,87.79,right_only
226,MAUREEN.LITTLE@sakilacustomer.org,MAUREEN,LITTLE,42,175.58,left_only
227,COLLEEN.BURTON@sakilacustomer.org,COLLEEN,BURTON,24,87.76,right_only
227,COLLEEN.BURTON@sakilacustomer.org,COLLEEN,BURTON,48,175.52,left_only
228,ALLISON.STANLEY@sakilacustomer.org,ALLISON,STANLEY,27,92.73,right_only
228,ALLISON.STANLEY@sakilacustomer.org,ALLISON,STANLEY,54,185.46,left_only
229,TAMARA.NGUYEN@sakilacustomer.org,TAMARA,NGUYEN,26,96.48,right_only
229,TAMARA.NGUYEN@sakilacustomer.org,TAMARA,NGUYEN,52,192.96,left_only
230,JOY.GEORGE@sakilacustomer.org,JOY,GEORGE,33,124.67,right_only
230,JOY.GEORGE@sakilacustomer.org,JOY,GEORGE,66,249.34,left_only
231,GEORGIA.JACOBS@sakilacustomer.org,GEORGIA,JACOBS,26,110.74,right_only
231,GEORGIA.JACOBS@sakilacustomer.org,GEORGIA,JACOBS,52,221.48,left_only
232,CONSTANCE.REID@sakilacustomer.org,CONSTANCE,REID,25,95.75,right_only
232,CONSTANCE.REID@sakilacustomer.org,CONSTANCE,REID,50,191.5,left_only
233,LILLIE.KIM@sakilacustomer.org,LILLIE,KIM,23,89.77,right_only
233,LILLIE.KIM@sakilacustomer.org,LILLIE,KIM,46,179.54,left_only
234,CLAUDIA.FULLER@sakilacustomer.org,CLAUDIA,FULLER,27,115.38,right_only
234,CLAUDIA.FULLER@sakilacustomer.org,CLAUDIA,FULLER,54,230.76,left_only
235,JACKIE.LYNCH@sakilacustomer.org,JACKIE,LYNCH,25,93.75,right_only
235,JACKIE.LYNCH@sakilacustomer.org,JACKIE,LYNCH,50,187.5,left_only
236,MARCIA.DEAN@sakilacustomer.org,MARCIA,DEAN,42,175.58,right_only
236,MARCIA.DEAN@sakilacustomer.org,MARCIA,DEAN,84,351.16,left_only
237,TANYA.GILBERT@sakilacustomer.org,TANYA,GILBERT,33,144.67,right_only
237,TANYA.GILBERT@sakilacustomer.org,TANYA,GILBERT,66,289.34,left_only
238,NELLIE.GARRETT@sakilacustomer.org,NELLIE,GARRETT,21,94.79,right_only
238,NELLIE.GARRETT@sakilacustomer.org,NELLIE,GARRETT,42,189.58,left_only
239,MINNIE.ROMERO@sakilacustomer.org,MINNIE,ROMERO,34,142.66,right_only
239,MINNIE.ROMERO@sakilacustomer.org,MINNIE,ROMERO,68,285.32,left_only
240,MARLENE.WELCH@sakilacustomer.org,MARLENE,WELCH,26,117.74,right_only
240,MARLENE.WELCH@sakilacustomer.org,MARLENE,WELCH,52,235.48,left_only
241,HEIDI.LARSON@sakilacustomer.org,HEIDI,LARSON,34,122.66,right_only
241,HEIDI.LARSON@sakilacustomer.org,HEIDI,LARSON,68,245.32,left_only
242,GLENDA.FRAZIER@sakilacustomer.org,GLENDA,FRAZIER,32,140.68,right_only
242,GLENDA.FRAZIER@sakilacustomer.org,GLENDA,FRAZIER,64,281.36,left_only
243,LYDIA.BURKE@sakilacustomer.org,LYDIA,BURKE,24,82.76,right_only
243,LYDIA.BURKE@sakilacustomer.org,LYDIA,BURKE,48,165.52,left_only
244,VIOLA.HANSON@sakilacustomer.org,VIOLA,HANSON,32,129.68,right_only
244,VIOLA.HANSON@sakilacustomer.org,VIOLA,HANSON,64,259.36,left_only
245,COURTNEY.DAY@sakilacustomer.org,COURTNEY,DAY,32,132.68,right_only
245,COURTNEY.DAY@sakilacustomer.org,COURTNEY,DAY,64,265.36,left_only
246,MARIAN.MENDOZA@sakilacustomer.org,MARIAN,MENDOZA,23,107.77,right_only
246,MARIAN.MENDOZA@sakilacustomer.org,MARIAN,MENDOZA,46,215.54,left_only
247,STELLA.MORENO@sakilacustomer.org,STELLA,MORENO,22,104.78,right_only
247,STELLA.MORENO@sakilacustomer.org,STELLA,MORENO,44,209.56,left_only
248,CAROLINE.BOWMAN@sakilacustomer.org,CAROLINE,BOWMAN,15,50.85,right_only
248,CAROLINE.BOWMAN@sakilacustomer.org,CAROLINE,BOWMAN,30,101.7,left_only
249,DORA.MEDINA@sakilacustomer.org,DORA,MEDINA,23,107.77,right_only
249,DORA.MEDINA@sakilacustomer.org,DORA,MEDINA,46,215.54,left_only
250,JO.FOWLER@sakilacustomer.org,JO,FOWLER,20,73.8,right_only
250,JO.FOWLER@sakilacustomer.org,JO,FOWLER,40,147.6,left_only
251,VICKIE.BREWER@sakilacustomer.org,VICKIE,BREWER,31,120.69,right_only
251,VICKIE.BREWER@sakilacustomer.org,VICKIE,BREWER,62,241.38,left_only
252,MATTIE.HOFFMAN@sakilacustomer.org,MATTIE,HOFFMAN,22,64.78,right_only
252,MATTIE.HOFFMAN@sakilacustomer.org,MATTIE,HOFFMAN,44,129.56,left_only
253,TERRY.CARLSON@sakilacustomer.org,TERRY,CARLSON,29,127.71,right_only
253,TERRY.CARLSON@sakilacustomer.org,TERRY,CARLSON,58,255.42,left_only
254,MAXINE.SILVA@sakilacustomer.org,MAXINE,SILVA,32,116.68,right_only
254,MAXINE.SILVA@sakilacustomer.org,MAXINE,SILVA,64,233.36,left_only
255,IRMA.PEARSON@sakilacustomer.org,IRMA,PEARSON,18,70.82,right_only
255,IRMA.PEARSON@sakilacustomer.org,IRMA,PEARSON,36,141.64,left_only
256,MABEL.HOLLAND@sakilacustomer.org,MABEL,HOLLAND,30,112.7,right_only
256,MABEL.HOLLAND@sakilacustomer.org,MABEL,HOLLAND,60,225.4,left_only
257,MARSHA.DOUGLAS@sakilacustomer.org,MARSHA,DOUGLAS,37,151.63,right_only
257,MARSHA.DOUGLAS@sakilacustomer.org,MARSHA,DOUGLAS,74,303.26,left_only
258,MYRTLE.FLEMING@sakilacustomer.org,MYRTLE,FLEMING,24,110.76,right_only
258,MYRTLE.FLEMING@sakilacustomer.org,MYRTLE,FLEMING,48,221.52,left_only
259,LENA.JENSEN@sakilacustomer.org,LENA,JENSEN,32,168.68,right_only
259,LENA.JENSEN@sakilacustomer.org,LENA,JENSEN,64,337.36,left_only
260,CHRISTY.VARGAS@sakilacustomer.org,CHRISTY,VARGAS,31,122.69,right_only
260,CHRISTY.VARGAS@sakilacustomer.org,CHRISTY,VARGAS,62,245.38,left_only
261,DEANNA.BYRD@sakilacustomer.org,DEANNA,BYRD,27,111.41,right_only
261,DEANNA.BYRD@sakilacustomer.org,DEANNA,BYRD,54,222.82,left_only
262,PATSY.DAVIDSON@sakilacustomer.org,PATSY,DAVIDSON,28,119.72,right_only
262,PATSY.DAVIDSON@sakilacustomer.org,PATSY,DAVIDSON,56,239.44,left_only
263,HILDA.HOPKINS@sakilacustomer.org,HILDA,HOPKINS,29,122.71,right_only
263,HILDA.HOPKINS@sakilacustomer.org,HILDA,HOPKINS,58,245.42,left_only
264,GWENDOLYN.MAY@sakilacustomer.org,GWENDOLYN,MAY,25,98.75,right_only
264,GWENDOLYN.MAY@sakilacustomer.org,GWENDOLYN,MAY,50,197.5,left_only
265,JENNIE.TERRY@sakilacustomer.org,JENNIE,TERRY,29,133.71,right_only
265,JENNIE.TERRY@sakilacustomer.org,JENNIE,TERRY,58,267.42,left_only
266,NORA.HERRERA@sakilacustomer.org,NORA,HERRERA,28,118.72,right_only
266,NORA.HERRERA@sakilacustomer.org,NORA,HERRERA,56,237.44,left_only
267,MARGIE.WADE@sakilacustomer.org,MARGIE,WADE,36,159.64,right_only
267,MARGIE.WADE@sakilacustomer.org,MARGIE,WADE,72,319.28,left_only
268,NINA.SOTO@sakilacustomer.org,NINA,SOTO,29,123.71,right_only
268,NINA.SOTO@sakilacustomer.org,NINA,SOTO,58,247.42,left_only
269,CASSANDRA.WALTERS@sakilacustomer.org,CASSANDRA,WALTERS,30,129.7,right_only
269,CASSANDRA.WALTERS@sakilacustomer.org,CASSANDRA,WALTERS,60,259.4,left_only
270,LEAH.CURTIS@sakilacustomer.org,LEAH,CURTIS,25,104.75,right_only
270,LEAH.CURTIS@sakilacustomer.org,LEAH,CURTIS,50,209.5,left_only
271,PENNY.NEAL@sakilacustomer.org,PENNY,NEAL,18,68.82,right_only
271,PENNY.NEAL@sakilacustomer.org,PENNY,NEAL,36,137.64,left_only
272,KAY.CALDWELL@sakilacustomer.org,KAY,CALDWELL,20,98.8,right_only
272,KAY.CALDWELL@sakilacustomer.org,KAY,CALDWELL,40,197.6,left_only
273,PRISCILLA.LOWE@sakilacustomer.org,PRISCILLA,LOWE,35,157.65,right_only
273,PRISCILLA.LOWE@sakilacustomer.org,PRISCILLA,LOWE,70,315.3,left_only
274,NAOMI.JENNINGS@sakilacustomer.org,NAOMI,JENNINGS,36,155.73,right_only
274,NAOMI.JENNINGS@sakilacustomer.org,NAOMI,JENNINGS,72,311.46,left_only
275,CAROLE.BARNETT@sakilacustomer.org,CAROLE,BARNETT,30,108.7,right_only
275,CAROLE.BARNETT@sakilacustomer.org,CAROLE,BARNETT,60,217.4,left_only
276,BRANDY.GRAVES@sakilacustomer.org,BRANDY,GRAVES,28,122.72,right_only
276,BRANDY.GRAVES@sakilacustomer.org,BRANDY,GRAVES,56,245.44,left_only
277,OLGA.JIMENEZ@sakilacustomer.org,OLGA,JIMENEZ,32,144.68,right_only
277,OLGA.JIMENEZ@sakilacustomer.org,OLGA,JIMENEZ,64,289.36,left_only
278,BILLIE.HORTON@sakilacustomer.org,BILLIE,HORTON,26,88.74,right_only
278,BILLIE.HORTON@sakilacustomer.org,BILLIE,HORTON,52,177.48,left_only
279,DIANNE.SHELTON@sakilacustomer.org,DIANNE,SHELTON,31,135.69,right_only
279,DIANNE.SHELTON@sakilacustomer.org,DIANNE,SHELTON,62,271.38,left_only
280,TRACEY.BARRETT@sakilacustomer.org,TRACEY,BARRETT,27,118.73,right_only
280,TRACEY.BARRETT@sakilacustomer.org,TRACEY,BARRETT,54,237.46,left_only
281,LEONA.OBRIEN@sakilacustomer.org,LEONA,OBRIEN,14,50.86,right_only
281,LEONA.OBRIEN@sakilacustomer.org,LEONA,OBRIEN,28,101.72,left_only
282,JENNY.CASTRO@sakilacustomer.org,JENNY,CASTRO,27,103.73,right_only
282,JENNY.CASTRO@sakilacustomer.org,JENNY,CASTRO,54,207.46,left_only
283,FELICIA.SUTTON@sakilacustomer.org,FELICIA,SUTTON,28,86.72,right_only
283,FELICIA.SUTTON@sakilacustomer.org,FELICIA,SUTTON,56,173.44,left_only
284,SONIA.GREGORY@sakilacustomer.org,SONIA,GREGORY,28,126.72,right_only
284,SONIA.GREGORY@sakilacustomer.org,SONIA,GREGORY,56,253.44,left_only
285,MIRIAM.MCKINNEY@sakilacustomer.org,MIRIAM,MCKINNEY,26,135.74,right_only
285,MIRIAM.MCKINNEY@sakilacustomer.org,MIRIAM,MCKINNEY,52,271.48,left_only
286,VELMA.LUCAS@sakilacustomer.org,VELMA,LUCAS,27,117.73,right_only
286,VELMA.LUCAS@sakilacustomer.org,VELMA,LUCAS,54,235.46,left_only
287,BECKY.MILES@sakilacustomer.org,BECKY,MILES,29,115.71,right_only
287,BECKY.MILES@sakilacustomer.org,BECKY,MILES,58,231.42,left_only
288,BOBBIE.CRAIG@sakilacustomer.org,BOBBIE,CRAIG,24,80.76,right_only
288,BOBBIE.CRAIG@sakilacustomer.org,BOBBIE,CRAIG,48,161.52,left_only
289,VIOLET.RODRIQUEZ@sakilacustomer.org,VIOLET,RODRIQUEZ,30,142.7,right_only
289,VIOLET.RODRIQUEZ@sakilacustomer.org,VIOLET,RODRIQUEZ,60,285.4,left_only
290,KRISTINA.CHAMBERS@sakilacustomer.org,KRISTINA,CHAMBERS,28,109.72,right_only
290,KRISTINA.CHAMBERS@sakilacustomer.org,KRISTINA,CHAMBERS,56,219.44,left_only
291,TONI.HOLT@sakilacustomer.org,TONI,HOLT,23,95.77,right_only
291,TONI.HOLT@sakilacustomer.org,TONI,HOLT,46,191.54,left_only
292,MISTY.LAMBERT@sakilacustomer.org,MISTY,LAMBERT,27,118.73,right_only
292,MISTY.LAMBERT@sakilacustomer.org,MISTY,LAMBERT,54,237.46,left_only
293,MAE.FLETCHER@sakilacustomer.org,MAE,FLETCHER,31,158.69,right_only
293,MAE.FLETCHER@sakilacustomer.org,MAE,FLETCHER,62,317.38,left_only
294,SHELLY.WATTS@sakilacustomer.org,SHELLY,WATTS,26,113.74,right_only
294,SHELLY.WATTS@sakilacustomer.org,SHELLY,WATTS,52,227.48,left_only
295,DAISY.BATES@sakilacustomer.org,DAISY,BATES,38,162.62,right_only
295,DAISY.BATES@sakilacustomer.org,DAISY,BATES,76,325.24,left_only
296,RAMONA.HALE@sakilacustomer.org,RAMONA,HALE,31,131.88,right_only
296,RAMONA.HALE@sakilacustomer.org,RAMONA,HALE,62,263.76,left_only
297,SHERRI.RHODES@sakilacustomer.org,SHERRI,RHODES,34,129.82,right_only
297,SHERRI.RHODES@sakilacustomer.org,SHERRI,RHODES,68,259.64,left_only
298,ERIKA.PENA@sakilacustomer.org,ERIKA,PENA,26,101.74,right_only
298,ERIKA.PENA@sakilacustomer.org,ERIKA,PENA,52,203.48,left_only
299,JAMES.GANNON@sakilacustomer.org,JAMES,GANNON,30,131.7,right_only
299,JAMES.GANNON@sakilacustomer.org,JAMES,GANNON,60,263.4,left_only
300,JOHN.FARNSWORTH@sakilacustomer.org,JOHN,FARNSWORTH,31,137.69,right_only
300,JOHN.FARNSWORTH@sakilacustomer.org,JOHN,FARNSWORTH,62,275.38,left_only
301,ROBERT.BAUGHMAN@sakilacustomer.org,ROBERT,BAUGHMAN,21,92.79,right_only
301,ROBERT.BAUGHMAN@sakilacustomer.org,ROBERT,BAUGHMAN,42,185.58,left_only
302,MICHAEL.SILVERMAN@sakilacustomer.org,MICHAEL,SILVERMAN,29,127.71,right_only
302,MICHAEL.SILVERMAN@sakilacustomer.org,MICHAEL,SILVERMAN,58,255.42,left_only
303,WILLIAM.SATTERFIELD@sakilacustomer.org,WILLIAM,SATTERFIELD,26,100.74,right_only
303,WILLIAM.SATTERFIELD@sakilacustomer.org,WILLIAM,SATTERFIELD,52,201.48,left_only
304,DAVID.ROYAL@sakilacustomer.org,DAVID,ROYAL,26,115.74,right_only
304,DAVID.ROYAL@sakilacustomer.org,DAVID,ROYAL,52,231.48,left_only
305,RICHARD.MCCRARY@sakilacustomer.org,RICHARD,MCCRARY,25,109.75,right_only
305,RICHARD.MCCRARY@sakilacustomer.org,RICHARD,MCCRARY,50,219.5,left_only
306,CHARLES.KOWALSKI@sakilacustomer.org,CHARLES,KOWALSKI,32,138.68,right_only
306,CHARLES.KOWALSKI@sakilacustomer.org,CHARLES,KOWALSKI,64,277.36,left_only
